active_power,ambient_temp,wind_speed,wind_direction,sd_wd,turbulence_intensity
0.159807259,0.503222222,5.454888889,89.82666667,3.65015376,0.110964078
0.101166515,0.588863636,4.635909091,100.5579545,3.547899219,0.110464851
0.139373408,0.735842697,5.233707865,107.4789888,1.806915406,0.114183367
0.102972741,0.744222222,4.669333333,108.5116667,0.738179129,0.142112437
0.093537978,0.815393258,4.521235955,108.3634831,0.553154386,0.118358017
0.099991556,0.951666667,4.572111111,97.83277778,4.535001462,0.176788257
0.157173111,1.240444444,5.376777778,95.839,0.222028695,0.120793682
0.194074963,1.308222222,6.171444444,95.89366667,0.129653384,0.103433491
0.161687341,1.45988764,5.465842697,95.88,0.185429477,0.128730428
0.132395852,1.510111111,5.167333333,95.85266667,0.259306768,0.144484936
0.122010963,1.458777778,5.140111111,95.62033333,0.748848479,0.162096263
0.107328148,1.441666667,4.596222222,100.4807778,4.715991258,0.171714112
0.104544741,1.414666667,4.818111111,98.50366667,1.076553437,0.11040854
0.113954082,1.371797753,4.683258427,98.31235955,0.183334161,0.129221955
0.226141407,1.463333333,6.240333333,107.2555556,3.488297969,0.153120773
0.289768296,1.375888889,6.911555556,108.4706667,0.672716779,0.048086982
0.282457556,1.340333333,6.681111111,108.4843333,0.72735329,0.055726568
0.27162794,1.417078652,7.082134831,108.5846067,0.80707251,0.073121531
0.140042741,1.400777778,4.814444444,108.539,0.747838909,0.133148251
0.123410562,1.491797753,4.913370787,108.598427,0.78891741,0.116213065
0.188769111,1.543333333,5.673555556,108.5663333,0.756377306,0.156462363
0.19784163,1.523333333,5.850555556,108.457,0.612923461,0.148305991
0.180182444,1.466444444,5.976777778,108.4843333,0.750360288,0.143684763
0.070052296,1.441666667,3.910444444,107.1586667,1.592318076,0.120992077
0.02604367,1.517752809,3.253033708,96.41775281,4.868317507,0.079156276
0.043834981,1.598876404,3.591460674,90.94617978,0.226678114,0.091028225
0.023260222,1.602222222,2.977666667,94.23822222,5.406015704,0.079997357
0.028072296,1.617666667,3.321,91.04211111,5.797419126,0.123138606
0.018873184,1.624606742,3.022359551,94.00044944,4.033207868,0.082142166
0.020423926,1.723444444,3.021,94.04744444,3.961203302,0.083703783
0.02169475,1.7845,2.97675,106.57225,5.761926536,0.098709877
0.100802424,1.906022727,4.749886364,109.4559091,1.069839,0.185388655
0.119553259,2.071555556,5.296555556,110.425,0.590319377,0.135408587
0.082909111,2.129111111,4.576111111,110.2883333,0.760858844,0.142338293
0.045877828,2.180449438,3.883707865,101.0859551,3.62471871,0.103886884
0.037015281,2.236179775,3.535505618,91.87202247,3.811254023,0.106382503
0.070258815,2.287111111,4.355222222,96.01666667,0.468077589,0.080986858
0.055914831,2.290898876,4.086966292,96.07348315,0.487043728,0.095579348
0.06420763,2.28,4.074444444,96.13966667,0.651753814,0.060753783
0.071227704,2.222,4.436111111,96.13966667,0.597316941,0.053211863
0.105950187,2.133033708,5.002696629,96.11494382,0.611535184,0.064652936
0.112325318,2.149438202,4.938876404,96.12876404,0.620005169,0.050748772
0.128923704,2.334111111,5.070444444,96.01666667,0.468077589,0.063888791
0.150038963,2.343777778,5.511666667,96.07133333,0.518613536,0.0525757
0.164945556,2.299444444,5.677,79.03755556,6.732150484,0.033906612
0.145969037,2.425,5.189888889,76.21,0.184384795,0.040979744
0.134132148,2.53,5.472555556,76.19633333,0.129653384,0.037205931
0.073095778,2.569888889,4.405888889,76.97466667,2.628437054,0.097192282
0.059654519,2.720888889,4.109777778,86.34066667,0.672716779,0.084762541
0.040608764,2.619662921,3.82752809,93.7505618,6.182747139,0.085937618
0.058150593,2.531888889,3.952,95.78433333,0.460141771,0.098870861
0.075213852,2.494222222,4.358,95.86633333,0.129653384,0.067377042
0.055422172,2.495842697,3.918764045,95.79707865,0.361361699,0.102479083
0.02498963,2.535,3.3,93.02366667,3.545886824,0.078228739
0.031907185,2.544111111,3.606333333,98.28355556,6.120488949,0.103837953
0.026970815,2.524,3.472777778,97.20466667,5.382137999,0.070666275
0.015605,2.545,3.120952381,97.06607143,1.229205854,0.076460847
0.010582147,2.542711864,3.076779661,97.27254237,6.352017761,0.080378683
0.010466441,2.541186441,3.019830508,104.5672881,6.042151601,0.069613165
0.01171086,2.601129032,3.045,108.6064516,1.93003788,0.077658875
0.003804651,2.638139535,2.953023256,112.0597674,4.616201019,0.053550457
0.00168,2.645,2.8875,115.55,0,0.052458228
0.090089697,2.749090909,4.52,191.8718182,0.370858954,0.038868704
0.113904569,2.80247191,5.019662921,191.9258427,0.497248815,0.109371864
0.146964519,2.987555556,5.223444444,191.9103333,0.445119476,0.086980866
0.100099704,3.082111111,4.549444444,196.8268889,5.725873986,0.10874279
0.064143926,3.313,4.065666667,203.7226667,1.23163069,0.096796491
0.042785318,3.590898876,3.824157303,203.3879775,1.686479779,0.080596029
0.054961704,3.779111111,3.997888889,203.4772222,1.563476412,0.06382375
0.07882563,3.917888889,4.271,203.6955556,1.195690869,0.091560042
0.095683778,3.892555556,4.650222222,203.6681111,1.322370951,0.06435013
